Tiempo,Precio promedio
2011-01-31,108.858
2011-02-28,110.705
2011-03-31,111.53133333333334
2011-04-30,110.88033333333333
2011-05-31,112.54899999999999
2011-06-30,112.13466666666666
2011-07-31,111.73333333333333
2011-08-31,111.55133333333333
2011-09-30,111.50266666666667
2011-10-31,113.93066666666667
2011-11-30,114.87733333333334
2011-12-31,115.45533333333333
2012-01-31,117.034
2012-02-29,118.73933333333333
2012-03-31,118.998
2012-04-30,115.81133333333334
2012-05-31,116.79233333333333
2012-06-30,115.97433333333333
2012-07-31,117.97166666666666
2012-08-31,117.26299999999999
2012-09-30,118.47633333333333
2012-10-31,118.89466666666667
2012-11-30,120.318
2012-12-31,120.66966666666667
2013-01-31,119.84200000000001
2013-02-28,118.49566666666666
2013-03-31,115.902
2013-04-30,114.82833333333333
2013-05-31,114.27766666666666
2013-06-30,123.90033333333332
2013-07-31,125.26033333333334
2013-08-31,125.10033333333332
2013-09-30,124.97566666666667
2013-10-31,125.161
2013-11-30,124.01733333333333
2013-12-31,124.523
2014-01-31,126.15
2014-02-28,124.80333333333333
2014-03-31,125.9
2014-04-30,126.943
2014-05-31,126.15966666666667
2014-06-30,124.94166666666666
2014-07-31,126.54233333333333
2014-08-31,118.57533333333335
2014-09-30,118.99966666666667
2014-10-31,118.032
2014-11-30,118.554
2014-12-31,118.61033333333333
2015-01-31,117.13566666666667
2015-02-28,116.73
2015-03-31,116.92566666666667
2015-04-30,117.44699999999999
2015-05-31,117.72466666666666
2015-06-30,117.24266666666668
2015-07-31,116.82233333333333
2015-08-31,116.91966666666667
2015-09-30,117.34866666666667
2015-10-31,117.60133333333333
2015-11-30,118.03733333333334
2015-12-31,118.192
2016-01-31,117.82666666666667
2016-02-29,118.53866666666666
2016-03-31,117.90733333333334
2016-04-30,121.55033333333334
2016-05-31,122.26700000000001
2016-06-30,124.83366666666667
2016-07-31,123.35766666666667
2016-08-31,124.674
2016-09-30,125.60066666666667
2016-10-31,126.90799999999999
2016-11-30,127.71833333333333
2016-12-31,125.587
2017-01-31,126.718
2017-02-28,128.50366666666667
2017-03-31,128.886
2017-04-30,129.24833333333333
2017-05-31,130.39233333333334
2017-06-30,131.03033333333332
2017-07-31,132.02666666666667
2017-08-31,137.74866666666668
2017-09-30,138.24733333333333
2017-10-31,139.92666666666668
2017-11-30,140.40433333333334
2017-12-31,139.41233333333332
2018-01-31,141.99666666666664
2018-02-28,142.99466666666666
2018-03-31,143.9226666666667
2018-04-30,143.92033333333333
2018-05-31,144.42999999999998
2018-06-30,141.528
2018-07-31,142.12766666666667
