Tiempo,Precio promedio
2011-01-31,20.648333333333333
2011-02-28,21.293
2011-03-31,21.337666666666667
2011-04-30,20.290333333333333
2011-05-31,20.88533333333333
2011-06-30,20.154
2011-07-31,20.598333333333336
2011-08-31,21.773666666666667
2011-09-30,22.122666666666664
2011-10-31,22.177
2011-11-30,22.584
2011-12-31,23.965
2012-01-31,24.419333333333334
2012-02-29,24.04866666666667
2012-03-31,24.052666666666667
2012-04-30,23.250666666666667
2012-05-31,22.438
2012-06-30,22.613666666666667
2012-07-31,24.991666666666667
2012-08-31,27.582333333333334
2012-09-30,30.769
2012-10-31,30.714333333333332
2012-11-30,30.56
2012-12-31,30.846666666666668
2013-01-31,30.961000000000002
2013-02-28,30.125666666666667
2013-03-31,30.967
2013-04-30,31.778333333333332
2013-05-31,33.058
2013-06-30,32.653666666666666
2013-07-31,31.554333333333332
2013-08-31,31.944000000000003
2013-09-30,31.71066666666667
2013-10-31,30.571
2013-11-30,31.406999999999996
2013-12-31,31.341
2014-01-31,31.99
2014-02-28,31.233333333333334
2014-03-31,31.512333333333334
2014-04-30,31.381666666666668
2014-05-31,31.800333333333334
2014-06-30,31.572666666666667
2014-07-31,31.659
2014-08-31,30.022333333333332
2014-09-30,30.724333333333334
2014-10-31,30.528333333333332
2014-11-30,31.022666666666666
2014-12-31,31.843999999999998
2015-01-31,33.556333333333335
2015-02-28,33.62
2015-03-31,34.89566666666666
2015-04-30,34.95233333333333
2015-05-31,31.307000000000002
2015-06-30,29.746
2015-07-31,27.047666666666665
2015-08-31,26.859333333333332
2015-09-30,27.055
2015-10-31,27.182666666666666
2015-11-30,26.110333333333333
2015-12-31,25.870333333333335
2016-01-31,25.291333333333334
2016-02-29,26.933333333333334
2016-03-31,27.105
2016-04-30,27.81833333333333
2016-05-31,27.147
2016-06-30,25.557000000000002
2016-07-31,24.654666666666667
2016-08-31,24.532
2016-09-30,25.923333333333332
2016-10-31,26.249666666666666
2016-11-30,26.608666666666668
2016-12-31,27.290333333333333
2017-01-31,27.680666666666664
2017-02-28,27.334333333333333
2017-03-31,26.801333333333332
2017-04-30,27.890666666666668
2017-05-31,27.802
2017-06-30,26.493666666666666
2017-07-31,26.988333333333333
2017-08-31,27.592666666666666
2017-09-30,27.748333333333335
2017-10-31,27.971
2017-11-30,28.172
2017-12-31,30.204
2018-01-31,32.474000000000004
2018-02-28,35.11966666666667
2018-03-31,36.315333333333335
2018-04-30,35.086
2018-05-31,32.73
2018-06-30,29.45266666666667
2018-07-31,27.947666666666667
