Tiempo,Precio promedio
2011-01-31,1.338
2011-02-28,1.34
2011-03-31,1.3376666666666668
2011-04-30,1.3419999999999999
2011-05-31,1.3386666666666664
2011-06-30,1.3479999999999999
2011-07-31,1.35
2011-08-31,1.35
2011-09-30,1.35
2011-10-31,1.3483333333333334
2011-11-30,1.3466666666666667
2011-12-31,1.358
2012-01-31,1.3796666666666666
2012-02-29,1.3933333333333333
2012-03-31,1.3966666666666667
2012-04-30,1.3966666666666667
2012-05-31,1.3966666666666667
2012-06-30,1.3966666666666667
2012-07-31,1.3983333333333334
2012-08-31,1.4466666666666665
2012-09-30,1.4783333333333333
2012-10-31,1.4793333333333334
2012-11-30,1.4849999999999999
2012-12-31,1.49
2013-01-31,1.4876666666666667
2013-02-28,1.48
2013-03-31,1.48
2013-04-30,1.481
2013-05-31,1.476
2013-06-30,1.4616666666666667
2013-07-31,1.4636666666666664
2013-08-31,1.4683333333333333
2013-09-30,1.4933333333333332
2013-10-31,1.4849999999999999
2013-11-30,1.4766666666666666
2013-12-31,1.4766666666666666
2014-01-31,1.4766666666666666
2014-02-28,1.47
2014-03-31,1.4766666666666666
2014-04-30,1.4876666666666667
2014-05-31,1.5010000000000001
2014-06-30,1.5033333333333334
2014-07-31,1.5010000000000001
2014-08-31,1.5
2014-09-30,1.5
2014-10-31,1.5
2014-11-30,1.5
2014-12-31,1.5
2015-01-31,1.4983333333333335
2015-02-28,1.4966666666666666
2015-03-31,1.5016666666666665
2015-04-30,1.5033333333333334
2015-05-31,1.5033333333333334
2015-06-30,1.5033333333333334
2015-07-31,1.5033333333333334
2015-08-31,1.5033333333333334
2015-09-30,1.5010000000000001
2015-10-31,1.5033333333333334
2015-11-30,1.5033333333333334
2015-12-31,1.5033333333333334
2016-01-31,1.4933333333333332
2016-02-29,1.4943333333333333
2016-03-31,1.4933333333333332
2016-04-30,1.4976666666666667
2016-05-31,1.5033333333333334
2016-06-30,1.5033333333333334
2016-07-31,1.5033333333333334
2016-08-31,1.5033333333333334
2016-09-30,1.4993333333333334
2016-10-31,1.506
2016-11-30,1.506
2016-12-31,1.5066666666666668
2017-01-31,1.5166666666666666
2017-02-28,1.5136666666666665
2017-03-31,1.5233333333333334
2017-04-30,1.5326666666666666
2017-05-31,1.5426666666666666
2017-06-30,1.547
2017-07-31,1.5366666666666666
2017-08-31,1.5316666666666667
2017-09-30,1.5286666666666666
2017-10-31,1.526
2017-11-30,1.5266666666666666
2017-12-31,1.5243333333333333
2018-01-31,1.5283333333333333
2018-02-28,1.546
2018-03-31,1.546
2018-04-30,1.5466666666666666
2018-05-31,1.5466666666666666
2018-06-30,1.551
2018-07-31,1.5466666666666666
